起始节点_ID,终止节点_ID,街道名称,道路功能分类,运行方向,车道数,长度(米),最高限速,OSM原始标签
11913331112,12075614183,,弄堂/生活性支路,双向道,,9.647063849,,service
11913331112,11913331113,,弄堂/生活性支路,双向道,,8.773222819,,service
11913331113,11913331112,,弄堂/生活性支路,双向道,,8.773222819,,service
11913331114,11913331115,,弄堂/生活性支路,双向道,,8.922240435,,service
11913331115,3722219284,,弄堂/生活性支路,双向道,,15.69413828,,service
11913331115,11913331112,,弄堂/生活性支路,双向道,,15.61150435,,service
11913331115,11913331114,,弄堂/生活性支路,双向道,,8.922240435,,service
11936904397,11936904402,,弄堂/生活性支路,双向道,,58.65146857,,service
11936904400,11936904402,永康路141弄,弄堂/生活性支路,双向道,,6.560190018,,service
11936904400,12592477813,永康路141弄,弄堂/生活性支路,双向道,,14.60288104,,service
11936904400,12592477814,,弄堂/生活性支路,双向道,,66.07628468,,service
11936904402,12592463563,永康路141弄,弄堂/生活性支路,双向道,,11.29722413,,service
11936904402,11936904400,永康路141弄,弄堂/生活性支路,双向道,,6.560190018,,service
11936904402,11936904397,,弄堂/生活性支路,双向道,,58.65146857,,service
11941463509,11941463512,上海体育场入场环台,专用非机动车/步行道,双向道,,167.1790718,,footway
11941463509,11941463550,上海体育场入场环台,专用非机动车/步行道,双向道,,165.7649782,,footway
11941463509,601716819,1号扶梯,专用非机动车/步行道,双向道,,63.21169803,,"['footway', 'steps']"
11941463512,11941463542,上海体育场入场环台,专用非机动车/步行道,双向道,,117.476791,,footway
11941463512,11941463509,上海体育场入场环台,专用非机动车/步行道,双向道,,167.1790718,,footway
11941463512,11941463558,2号扶梯,专用非机动车/步行道,双向道,,91.03398037,,"['footway', 'steps']"
11941463520,11941463552,上海体育场入场环台,专用非机动车/步行道,双向道,,129.4924785,,footway
11941463520,11941463542,上海体育场入场环台,专用非机动车/步行道,双向道,,167.1108196,,footway
11941463520,11941463547,4号扶梯,专用非机动车/步行道,双向道,,66.88829588,,"['footway', 'steps']"
11941463542,11941463520,上海体育场入场环台,专用非机动车/步行道,双向道,,167.1108196,,footway
11941463542,11941463512,上海体育场入场环台,专用非机动车/步行道,双向道,,117.476791,,footway
11941463542,2931011867,3号扶梯,专用非机动车/步行道,双向道,,117.7847755,,"['footway', 'steps']"
11941463547,2931011857,,弄堂/生活性支路,双向道,,25.46953198,,service
11941463547,4811687195,,弄堂/生活性支路,双向道,,78.63355455,,service
11941463547,11941463520,4号扶梯,专用非机动车/步行道,双向道,,66.88829588,,"['footway', 'steps']"
11941463550,11941463509,上海体育场入场环台,专用非机动车/步行道,双向道,,165.7649782,,footway
11941463550,11941463552,上海体育场入场环台,专用非机动车/步行道,双向道,,165.5421388,,footway
11941463550,601716775,6号扶梯,专用非机动车/步行道,双向道,,61.89005061,,"['footway', 'steps']"
11941463552,11941463550,上海体育场入场环台,专用非机动车/步行道,双向道,,165.5421388,,footway
11941463552,11941463520,上海体育场入场环台,专用非机动车/步行道,双向道,,129.4924785,,footway
11941463552,11941463554,5号扶梯,专用非机动车/步行道,双向道,,67.59337321,,"['footway', 'steps']"
11941463554,7243811353,,弄堂/生活性支路,双向道,,29.95733334,,service
11941463554,7243811355,,弄堂/生活性支路,双向道,,101.9231468,,service
11941463554,11941463552,5号扶梯,专用非机动车/步行道,双向道,,67.59337321,,"['footway', 'steps']"
11941463555,11941463558,,弄堂/生活性支路,双向道,,98.2545942,,service
11941463555,601716792,零陵路,机动车干道,双向道,,22.37313379,,tertiary
11941463555,601716803,零陵路,机动车干道,双向道,,27.83610811,,tertiary
11941463558,11941463555,,弄堂/生活性支路,双向道,,98.2545942,,service
11941463558,2129433530,,弄堂/生活性支路,双向道,,33.83474526,,service
11941463558,11941463512,2号扶梯,专用非机动车/步行道,双向道,,91.03398037,,"['footway', 'steps']"
11947173618,11947173620,龙华中路,机动车干道,单向道,,11.20974526,,secondary
11947173619,11947173621,凯滨路,其他/社区道路,双向道,,13.94024877,,residential
11947173619,712751568,凯滨路,其他/社区道路,双向道,,104.6067883,,residential
11947173619,11947173618,,弄堂/生活性支路,单向道,,120.8467488,,service
11947173620,712751408,龙华中路,机动车干道,单向道,,223.1506259,,secondary
11947173621,11947173619,凯滨路,其他/社区道路,双向道,,13.94024877,,residential
11947173621,3659687032,凯滨路,其他/社区道路,双向道,,112.9059901,,residential
11947173621,11947173620,,弄堂/生活性支路,单向道,,137.5683011,,service
11991397090,9860848888,钦州路,机动车干道,双向道,,21.72842531,,tertiary
11991397090,846538942,钦州路,机动车干道,双向道,,12.98923598,,tertiary
11991397090,9860848903,,机动车干道,单向道,,312.5368197,,primary
11993081459,11993081462,,专用非机动车/步行道,双向道,,12.77112432,,footway
11993081459,11993093179,,专用非机动车/步行道,双向道,,76.17212811,,footway
11993081459,11993093195,,专用非机动车/步行道,双向道,,76.55626313,,footway
11993081461,1091142930,,专用非机动车/步行道,双向道,,64.12997305,,footway
11993081461,11993093195,,专用非机动车/步行道,双向道,,71.33843318,,footway
11993081461,11993081464,,专用非机动车/步行道,双向道,,35.30846182,,footway
11993081462,11993081459,,专用非机动车/步行道,双向道,,12.77112432,,footway
11993081462,1103394794,,专用非机动车/步行道,双向道,,73.68803302,,footway
11993081462,1091002961,南广场公交（市）出口,专用非机动车/步行道,双向道,,37.34661791,,footway
11993081464,11993093175,,专用非机动车/步行道,双向道,,8.797963793,,footway
11993081464,11993093174,南广场公交（郊）出口,专用非机动车/步行道,双向道,,14.35717458,,footway
11993081464,11993093169,南广场公交（郊）出口,专用非机动车/步行道,双向道,,22.69568407,,footway
11993081464,11993081461,,专用非机动车/步行道,双向道,,35.30846182,,footway
11993093169,11993093170,南广场公交（郊）出口,专用非机动车/步行道,双向道,,5.310024981,,footway
11993093169,11993093171,南广场公交（郊）出口,专用非机动车/步行道,双向道,,4.741274599,,footway
11993093169,11993081464,南广场公交（郊）出口,专用非机动车/步行道,双向道,,22.69568407,,footway
11993093170,11993093169,南广场公交（郊）出口,专用非机动车/步行道,双向道,,5.310024981,,footway
11993093170,1104250978,,弄堂/生活性支路,单向道,,89.51563933,,service
11993093171,11993093174,南广场公交（郊）出口,专用非机动车/步行道,双向道,,4.27641649,,footway
11993093171,11993093169,南广场公交（郊）出口,专用非机动车/步行道,双向道,,4.741274599,,footway
11993093171,1104250967,,弄堂/生活性支路,单向道,,94.33219365,,service
11993093172,11993093176,南广场公交（郊）出口,专用非机动车/步行道,双向道,,4.330671483,,footway
11993093172,11993093174,南广场公交（郊）出口,专用非机动车/步行道,双向道,,4.60592306,,footway
11993093172,1104250977,,弄堂/生活性支路,单向道,,102.3866335,,service
11993093173,11993093176,南广场公交（郊）出口,专用非机动车/步行道,双向道,,5.011186145,,footway
11993093173,1091001944,,弄堂/生活性支路,单向道,,112.1992153,,service
11993093173,11993093175,南广场公交（郊）出口,专用非机动车/步行道,双向道,,26.4667053,,footway
11993093174,11993093172,南广场公交（郊）出口,专用非机动车/步行道,双向道,,4.60592306,,footway
11993093174,11993093171,南广场公交（郊）出口,专用非机动车/步行道,双向道,,4.27641649,,footway
11993093174,11993081464,南广场公交（郊）出口,专用非机动车/步行道,双向道,,14.35717458,,footway
11993093175,11993081464,,专用非机动车/步行道,双向道,,8.797963793,,footway
11993093175,11993093176,南广场公交（郊）出口,专用非机动车/步行道,双向道,,14.82328219,,footway
11993093175,11993093173,南广场公交（郊）出口,专用非机动车/步行道,双向道,,26.4667053,,footway
11993093176,11993093173,南广场公交（郊）出口,专用非机动车/步行道,双向道,,5.011186145,,footway
11993093176,11993093172,南广场公交（郊）出口,专用非机动车/步行道,双向道,,4.330671483,,footway
11993093176,11993093175,南广场公交（郊）出口,专用非机动车/步行道,双向道,,14.82328219,,footway
11993093179,11993093195,,专用非机动车/步行道,双向道,,11.90382733,,footway
11993093179,11993093181,,专用非机动车/步行道,双向道,,13.79670023,,footway
11993093179,11993081459,,专用非机动车/步行道,双向道,,76.17212811,,footway
11993093180,11993093181,,专用非机动车/步行道,双向道,,15.41450867,,footway
11993093181,11993093180,,专用非机动车/步行道,双向道,,15.41450867,,footway
11993093181,11993093179,,专用非机动车/步行道,双向道,,13.79670023,,footway
11993093181,11993093183,,专用非机动车/步行道,双向道,,23.24211917,,footway
11993093181,11993093185,,专用非机动车/步行道,双向道,,23.86638362,,footway
11993093183,11993093185,,专用非机动车/步行道,双向道,,37.99163905,,footway
11993093183,1091002175,,专用非机动车/步行道,双向道,,10.43262453,,footway
11993093183,11993093181,,专用非机动车/步行道,双向道,,23.24211917,,footway
11993093185,11993093183,,专用非机动车/步行道,双向道,,37.99163905,,footway
11993093185,1091142437,,专用非机动车/步行道,双向道,,68.91136829,,footway
11993093185,11993093181,,专用非机动车/步行道,双向道,,23.86638362,,footway
11993093195,11993081461,,专用非机动车/步行道,双向道,,71.33843318,,footway
11993093195,11993093179,,专用非机动车/步行道,双向道,,11.90382733,,footway
11993093195,11993081459,,专用非机动车/步行道,双向道,,76.55626313,,footway
11993463909,1091142930,,专用非机动车/步行道,双向道,,70.82955207,,footway
11993463909,11993463913,,专用非机动车/步行道,双向道,,55.98371387,,footway
11993463909,11993463911,,专用非机动车/步行道,双向道,,40.64339297,,footway
11993463911,599719306,石龙路,机动车干道,单向道,,263.9242972,,secondary
11993463911,11993463909,,专用非机动车/步行道,双向道,,40.64339297,,footway
11993463913,11993463911,石龙路,机动车干道,单向道,,31.96059609,,secondary
11993463913,11993463909,,专用非机动车/步行道,双向道,,55.98371387,,footway
12016457795,3722219526,,弄堂/生活性支路,双向道,,115.7572938,,service
12016457795,845909243,上中路,机动车干道,单向道,,146.3505836,,secondary
12037263698,5272031432,,专用非机动车/步行道,双向道,,11.24399312,,footway
12037263698,5272031442,,专用非机动车/步行道,双向道,,5.824354635,,footway
12037263698,5273510483,,专用非机动车/步行道,双向道,,18.55458264,,"['footway', 'steps']"
12037453135,5272031439,,专用非机动车/步行道,双向道,,15.15240331,,footway
12037453135,12037453136,,专用非机动车/步行道,双向道,,48.89581448,,footway
12037453135,12037453151,,专用非机动车/步行道,双向道,,19.82080105,,footway
12037453136,12037453139,,专用非机动车/步行道,双向道,,21.8572249,,footway
12037453136,12037453135,,专用非机动车/步行道,双向道,,48.89581448,,footway
12037453136,12037453140,,专用非机动车/步行道,双向道,,40.89646601,,footway
12037453136,12037453142,,专用非机动车/步行道,双向道,,20.49867758,,footway
12037453138,12037453158,,专用非机动车/步行道,双向道,,16.83871126,,footway
12037453138,5272031431,,专用非机动车/步行道,双向道,,33.22857637,,footway
12037453138,12037453155,,专用非机动车/步行道,双向道,,35.82790026,,footway
12037453138,12037453146,,专用非机动车/步行道,双向道,,45.2720084,,footway
12037453139,1757107966,,专用非机动车/步行道,双向道,,36.89349029,,footway
12037453139,12037453136,,专用非机动车/步行道,双向道,,21.8572249,,footway
12037453139,12037453152,,专用非机动车/步行道,双向道,,39.83860238,,footway
12037453139,12037453153,,专用非机动车/步行道,双向道,,34.90050189,,footway
12037453140,12037453157,衡山路,机动车干道,单向道,2,26.68727432,,secondary
12037453140,12037453136,,专用非机动车/步行道,双向道,,40.89646601,,footway
12037453142,12037453151,,专用非机动车/步行道,双向道,,50.18146017,,footway
12037453142,12037453136,,专用非机动车/步行道,双向道,,20.49867758,,footway
12037453142,12037453147,,专用非机动车/步行道,双向道,,14.94777557,,footway
12037453146,5272031431,,专用非机动车/步行道,双向道,,32.54959842,,footway
12037453146,12824882383,,专用非机动车/步行道,双向道,,57.57737382,,footway
12037453146,12037453138,,专用非机动车/步行道,双向道,,45.2720084,,footway
12037453147,12037453153,,专用非机动车/步行道,双向道,,20.7244632,,footway
12037453147,5272031440,,专用非机动车/步行道,双向道,,51.64452051,,footway
12037453147,12037453142,,专用非机动车/步行道,双向道,,14.94777557,,footway
12037453148,12037453154,,专用非机动车/步行道,双向道,,145.7501695,,footway
12037453150,12037453155,,弄堂/生活性支路,双向道,,50.25919584,,service
12037453150,5272031442,,专用非机动车/步行道,双向道,,64.11480963,,footway
12037453150,5272031431,,专用非机动车/步行道,双向道,,33.17839337,,footway
12037453150,12824882389,,弄堂/生活性支路,双向道,,136.3496185,,service
12037453151,5272031440,,专用非机动车/步行道,双向道,,15.11722255,,footway
12037453151,12037453142,,专用非机动车/步行道,双向道,,50.18146017,,footway
12037453151,12037453135,,专用非机动车/步行道,双向道,,19.82080105,,footway
12037453152,1757108061,,专用非机动车/步行道,双向道,,38.11218847,,footway
12037453152,12037453157,,专用非机动车/步行道,双向道,,14.25756431,,footway
12037453152,12037453139,,专用非机动车/步行道,双向道,,39.83860238,,footway
12037453153,5272031441,,专用非机动车/步行道,双向道,,19.28380141,,footway
12037453153,12037453147,,专用非机动车/步行道,双向道,,20.7244632,,footway
12037453153,12037453139,,专用非机动车/步行道,双向道,,34.90050189,,footway
12037453154,857586429,衡山路,机动车干道,单向道,2,46.22842565,,secondary
12037453154,12037453148,,专用非机动车/步行道,双向道,,145.7501695,,footway
12037453155,12037453150,,弄堂/生活性支路,双向道,,50.25919584,,service
12037453155,12037453138,,专用非机动车/步行道,双向道,,35.82790026,,footway
12037453155,843042346,,弄堂/生活性支路,双向道,,14.47891383,,service
12037453157,3121534633,衡山路,机动车干道,单向道,2,42.74663563,,secondary
12037453157,12037453152,,专用非机动车/步行道,双向道,,14.25756431,,footway
12037453158,843042346,衡山路,机动车干道,单向道,2,35.19369761,,secondary
12037453158,12037453138,,专用非机动车/步行道,双向道,,16.83871126,,footway
12044963333,7045745410,,专用非机动车/步行道,双向道,,15.47751025,,footway
12044963333,7045745411,,专用非机动车/步行道,双向道,,13.96226502,,footway
12044963333,10578094810,宜山路,机动车干道,单向道,,323.8590647,,secondary
12071027318,2403832031,,弄堂/生活性支路,双向道,,359.6287718,,service
12074745115,4812753089,长乐路,机动车干道,双向道,1,88.226829,,tertiary
12074745115,603891498,长乐路,机动车干道,双向道,1,55.38008372,,tertiary
12075584067,11178246495,,弄堂/生活性支路,双向道,,27.42103935,,service
12075584067,12075614181,,弄堂/生活性支路,双向道,,8.443562539,,service
12075584067,12075614171,,弄堂/生活性支路,双向道,,348.0106187,,service
12075614169,11178246495,,专用非机动车/步行道,双向道,,8.09394471,,footway
12075614171,12290288098,,专用非机动车/步行道,双向道,,23.03895539,,footway
12075614171,12075584067,,弄堂/生活性支路,双向道,,348.0106187,,service
12075614171,12290302601,,专用非机动车/步行道,双向道,,158.4788229,,footway
12075614178,12075614211,百色路,机动车干道,双向道,2,173.9034669,,tertiary
12075614178,599719656,百色路,机动车干道,双向道,2,53.60468409,,tertiary
12075614178,12075614180,,弄堂/生活性支路,双向道,,206.7762264,,service
12075614180,12075614178,,弄堂/生活性支路,双向道,,206.7762264,,service
12075614181,12075614182,,专用非机动车/步行道,双向道,,9.343342596,,footway
12075614181,11148367586,,专用非机动车/步行道,双向道,,9.406331836,,footway
12075614181,12075584067,,弄堂/生活性支路,双向道,,8.443562539,,service
12075614182,12075614181,,专用非机动车/步行道,双向道,,9.343342596,,footway
12075614183,11913331112,,弄堂/生活性支路,双向道,,9.647063849,,service
12075614183,11145578217,,弄堂/生活性支路,双向道,,9.011954057,,service
12075614183,12075614184,,专用非机动车/步行道,双向道,,5.375184047,,footway
12075614184,12075614183,,专用非机动车/步行道,双向道,,5.375184047,,footway
12075614185,7043196803,上中路,机动车干道,单向道,,229.1620173,,secondary
12075614185,12260790882,,弄堂/生活性支路,双向道,,40.61486607,,service
12075614209,12075614211,,专用非机动车/步行道,双向道,,3.045831886,,footway
12075614210,12075614211,,专用非机动车/步行道,双向道,,15.65609197,,footway
12075614211,12075614210,,专用非机动车/步行道,双向道,,15.65609197,,footway
12075614211,12075614209,,专用非机动车/步行道,双向道,,3.045831886,,footway
12075614211,2403832041,百色路,机动车干道,双向道,2,70.34901626,,tertiary
12075614211,12075614178,百色路,机动车干道,双向道,2,173.9034669,,tertiary
12181882031,852173912,虹梅路,机动车干道,单向道,2,394.8834332,,primary
12181882032,12181882031,,机动车干道,单向道,,118.1886021,,trunk_link
12181882032,13274059993,中环路/漕宝路地道,机动车干道,单向道,4,1034.650429,,trunk
12204232917,12204232918,,弄堂/生活性支路,双向道,,108.1391803,,service
12204232918,554238927,淮海中路,机动车干道,双向道,2,158.5089585,,secondary
12204232918,12204232917,,弄堂/生活性支路,双向道,,108.1391803,,service
12204232918,2822042440,淮海中路,机动车干道,双向道,2,58.79194803,,secondary
12234813248,12234813251,龙州路,机动车干道,双向道,,54.72789791,,tertiary
12234813248,845908336,龙州路,机动车干道,双向道,,101.7211263,,tertiary
12234813251,2403832003,龙州路,机动车干道,双向道,,26.10354027,,tertiary
12234813251,12234813248,龙州路,机动车干道,双向道,,54.72789791,,tertiary
12234813251,12234813248,,弄堂/生活性支路,单向道,,64.06959118,,service
12260790881,12260790882,,弄堂/生活性支路,双向道,,24.93753225,,service
12260790882,12260790881,,弄堂/生活性支路,双向道,,24.93753225,,service
12260790882,12075614185,,弄堂/生活性支路,双向道,,40.61486607,,service
12260790882,12766255419,,专用非机动车/步行道,双向道,,180.649805,,footway
12278075564,4673862699,长华路,机动车干道,双向道,,76.19771214,,tertiary
12278075564,599708553,长华路,机动车干道,双向道,,107.9919151,,tertiary
12278075564,4673862574,,弄堂/生活性支路,双向道,,138.3652445,,service
12290288098,12075614171,,专用非机动车/步行道,双向道,,23.03895539,,footway
12290302601,12075614171,,专用非机动车/步行道,双向道,,158.4788229,,footway
12290302601,11145578216,,专用非机动车/步行道,双向道,,143.6466821,,footway
12290302601,12290302603,,其他/社区道路,双向道,,30.87020931,,steps
12290302603,12290302601,,其他/社区道路,双向道,,30.87020931,,steps
12336555508,12336555521,淮海中路1285弄,弄堂/生活性支路,双向道,,33.73125883,,service
12336555508,603891496,淮海中路,机动车干道,双向道,2,4.519986364,,secondary
12336555508,9854775343,淮海中路,机动车干道,双向道,2,106.3311426,,secondary
12336555510,12336555521,,弄堂/生活性支路,双向道,,83.01579345,,service
12336555520,12336555521,,弄堂/生活性支路,双向道,,81.65463003,,service
12336555521,12336555522,淮海中路1285弄,弄堂/生活性支路,双向道,,22.53432763,,service
12336555521,12336555508,淮海中路1285弄,弄堂/生活性支路,双向道,,33.73125883,,service
12336555521,12336555510,,弄堂/生活性支路,双向道,,83.01579345,,service
12336555521,12336555520,,弄堂/生活性支路,双向道,,81.65463003,,service
12336555522,12336555523,淮海中路1285弄,弄堂/生活性支路,双向道,,25.95329402,,service
12336555522,12336555521,淮海中路1285弄,弄堂/生活性支路,双向道,,22.53432763,,service
12336555522,4460257312,,弄堂/生活性支路,双向道,,81.99931452,,service
12336555522,4460257326,,弄堂/生活性支路,双向道,,83.26376346,,service
12336555523,12336555524,淮海中路1285弄,弄堂/生活性支路,双向道,,29.55351234,,service
12336555523,12336555522,淮海中路1285弄,弄堂/生活性支路,双向道,,25.95329402,,service
12336555523,4460257322,,弄堂/生活性支路,双向道,,81.24535414,,service
12336555523,4460257293,,弄堂/生活性支路,双向道,,83.99439502,,service
12336555524,12336555525,淮海中路1285弄,弄堂/生活性支路,双向道,,29.18107688,,service
12336555524,12336555523,淮海中路1285弄,弄堂/生活性支路,双向道,,29.55351234,,service
12336555524,4460257315,,弄堂/生活性支路,双向道,,82.73295383,,service
12336555524,4460257295,,弄堂/生活性支路,双向道,,85.52596964,,service
12336555525,4241260091,淮海中路1285弄,弄堂/生活性支路,双向道,,26.18787926,,service
12336555525,12336555524,淮海中路1285弄,弄堂/生活性支路,双向道,,29.18107688,,service
12336555525,4460257313,,弄堂/生活性支路,双向道,,97.96534484,,service
12336555525,4460257294,,弄堂/生活性支路,双向道,,81.38237307,,service
12338701876,601669708,永嘉路,其他/社区道路,双向道,,9.666487449,,residential
12338701876,12955661112,永嘉路,其他/社区道路,双向道,,104.6028118,,residential
12338701876,12592463555,永嘉路300弄,弄堂/生活性支路,双向道,,11.18244237,,service
12338701877,12591856286,永嘉路300弄,弄堂/生活性支路,双向道,,15.79358337,,service
12338701877,12591856252,,弄堂/生活性支路,双向道,,53.49951709,,service
12338701877,12592463559,,弄堂/生活性支路,双向道,,28.51804248,,service
12338800543,601675075,建国西路,机动车干道,单向道,,56.79283768,,tertiary
12338800543,12338800544,,弄堂/生活性支路,双向道,,104.2191432,,service
12338800544,12338800543,,弄堂/生活性支路,双向道,,104.2191432,,service
12338800568,601675077,建国西路,机动车干道,单向道,,81.9950029,,tertiary
12338800568,12338800569,建国西路336弄,弄堂/生活性支路,双向道,,142.8724288,,service
12338800569,12338800568,建国西路336弄,弄堂/生活性支路,双向道,,142.8724288,,service
12339517487,12339517491,,弄堂/生活性支路,双向道,,188.630154,,service
12339517491,554236880,复兴中路,机动车干道,单向道,2,92.90940084,,secondary
12339517491,12339517487,,弄堂/生活性支路,双向道,,188.630154,,service
12343206348,6796878441,永康路142弄,弄堂/生活性支路,双向道,,58.59466194,,service
12343206348,6796878438,永康路142弄,弄堂/生活性支路,双向道,,115.9350766,,service
12343206348,6796878438,,弄堂/生活性支路,双向道,,196.7621232,,service
12368922943,12368922945,,专用非机动车/步行道,双向道,,11.72381562,,footway
12368922944,12368922946,,专用非机动车/步行道,双向道,,11.9999844,,footway
12368922945,1091072499,柳州路,机动车干道,单向道,,10.57152484,,tertiary
12368922945,12368922946,,专用非机动车/步行道,双向道,,8.571827619,,footway
12368922945,12368922943,,专用非机动车/步行道,双向道,,11.72381562,,footway
12368922946,12368922944,,专用非机动车/步行道,双向道,,11.9999844,,footway
12368922946,12368922945,,专用非机动车/步行道,双向道,,8.571827619,,footway
12368922946,12368922967,柳州路,机动车干道,单向道,,181.2804367,,tertiary
12368922947,12368922949,,专用非机动车/步行道,双向道,,7.093461766,,footway
12368922948,12368922949,,专用非机动车/步行道,双向道,,9.293640372,,footway
12368922949,2387518760,浦北路,其他/社区道路,双向道,,18.96276468,,residential
12368922949,12368922948,,专用非机动车/步行道,双向道,,9.293640372,,footway
12368922949,12368922947,,专用非机动车/步行道,双向道,,7.093461766,,footway
12368922949,4685856463,浦北路,其他/社区道路,双向道,,234.2878302,,residential
12368922950,12368922953,,专用非机动车/步行道,双向道,,11.80564595,,footway
12368922951,12368922952,,专用非机动车/步行道,双向道,,9.804204859,,footway
12368922952,1091110513,柳州路,机动车干道,单向道,,167.5174607,,tertiary
12368922952,12368922951,,专用非机动车/步行道,双向道,,9.804204859,,footway
12368922952,12368922953,,专用非机动车/步行道,双向道,,9.091026477,,footway
12368922953,2387518760,柳州路,机动车干道,单向道,,16.59452465,,tertiary
12368922953,12368922952,,专用非机动车/步行道,双向道,,9.091026477,,footway
12368922953,12368922950,,专用非机动车/步行道,双向道,,11.80564595,,footway
12368922954,12368922956,,专用非机动车/步行道,双向道,,16.12462389,,footway
12368922955,12368922956,,专用非机动车/步行道,双向道,,7.606706467,,footway
12368922956,1091072499,浦北路,机动车干道,双向道,,11.66886352,,tertiary
12368922956,11425939834,浦北路,机动车干道,双向道,,30.76695062,,tertiary
12368922956,12368922955,,专用非机动车/步行道,双向道,,7.606706467,,footway
12368922956,12368922954,,专用非机动车/步行道,双向道,,16.12462389,,footway
12368922957,12368922959,,专用非机动车/步行道,双向道,,11.9774488,,footway
12368922958,12368922959,,专用非机动车/步行道,双向道,,9.055358611,,footway
12368922959,461717795,柳州路,机动车干道,双向道,,6.334876944,,tertiary
12368922959,12368922958,,专用非机动车/步行道,双向道,,9.055358611,,footway
12368922959,12368922957,,专用非机动车/步行道,双向道,,11.9774488,,footway
12368922959,461717791,柳州路,机动车干道,双向道,,318.3606561,,tertiary
12368922960,12368922963,,专用非机动车/步行道,双向道,,7.079657043,,footway
12368922961,12368922962,,专用非机动车/步行道,双向道,,7.215843247,,footway
12368922962,1091072334,钦州南路,机动车干道,单向道,,16.45537544,,tertiary
12368922962,12368922961,,专用非机动车/步行道,双向道,,7.215843247,,footway
12368922962,12368922963,,专用非机动车/步行道,双向道,,10.40053747,,footway
12368922963,12368922962,,专用非机动车/步行道,双向道,,10.40053747,,footway
12368922963,12368922960,,专用非机动车/步行道,双向道,,7.079657043,,footway
12368922963,12368922990,钦州南路,机动车干道,单向道,,476.0401613,,tertiary
12368922964,12368922966,,专用非机动车/步行道,双向道,,4.852716772,,footway
12368922965,12368922967,,专用非机动车/步行道,双向道,,12.41431995,,footway
12368922966,12368922967,,专用非机动车/步行道,双向道,,8.869841645,,footway
12368922966,12368922964,,专用非机动车/步行道,双向道,,4.852716772,,footway
12368922966,12368922945,柳州路,机动车干道,单向道,,184.2318272,,tertiary
12368922967,461717796,柳州路,机动车干道,单向道,,17.59190129,,tertiary
12368922967,12368922965,,专用非机动车/步行道,双向道,,12.41431995,,footway
12368922967,12368922966,,专用非机动车/步行道,双向道,,8.869841645,,footway
12368922968,12368922970,,专用非机动车/步行道,双向道,,12.41121245,,footway
12368922969,12368922970,,专用非机动车/步行道,双向道,,6.683562361,,footway
12368922970,461717796,钦州南路,其他/社区道路,双向道,,21.07870838,,residential
12368922970,12368922969,,专用非机动车/步行道,双向道,,6.683562361,,footway
12368922970,12368922968,,专用非机动车/步行道,双向道,,12.41121245,,footway
12368922970,4685856465,钦州南路,其他/社区道路,双向道,,304.9822745,,residential
12368922971,12368922973,,专用非机动车/步行道,双向道,,4.947054951,,footway
12368922972,12368922974,,专用非机动车/步行道,双向道,,14.48939792,,footway
12368922973,1091232739,桂林路,机动车干道,单向道,,18.99628096,,secondary
12368922973,12368922974,,专用非机动车/步行道,双向道,,9.456007652,,footway
12368922973,12368922971,,专用非机动车/步行道,双向道,,4.947054951,,footway
12368922974,9812216056,桂林路,机动车干道,单向道,,105.6481858,,secondary
12368922974,12368922972,,专用非机动车/步行道,双向道,,14.48939792,,footway
12368922974,12368922973,,专用非机动车/步行道,双向道,,9.456007652,,footway
12368922975,12368922977,,专用非机动车/步行道,双向道,,7.498394197,,footway
12368922976,12368922978,,专用非机动车/步行道,双向道,,8.532655772,,footway
12368922977,477439106,钦州南路,机动车干道,单向道,,19.15913347,,tertiary
12368922977,12368922978,,专用非机动车/步行道,双向道,,9.599913298,,footway
12368922977,12368922975,,专用非机动车/步行道,双向道,,7.498394197,,footway
12368922978,12368922976,,专用非机动车/步行道,双向道,,8.532655772,,footway
12368922978,12368922977,,专用非机动车/步行道,双向道,,9.599913298,,footway
12368922978,12368922989,钦州南路,机动车干道,单向道,,97.15491741,,tertiary
12368922979,12368922982,,专用非机动车/步行道,双向道,,13.98234466,,footway
12368922980,12368922981,,专用非机动车/步行道,双向道,,11.17502578,,footway
12368922981,12368922980,,专用非机动车/步行道,双向道,,11.17502578,,footway
12368922981,12368922982,,专用非机动车/步行道,双向道,,9.783301869,,footway
12368922981,1091232652,桂林路,机动车干道,单向道,,156.8260584,,secondary
12368922982,477439126,桂林路,机动车干道,单向道,,17.48748529,,secondary
12368922982,12368922981,,专用非机动车/步行道,双向道,,9.783301869,,footway
12368922982,12368922979,,专用非机动车/步行道,双向道,,13.98234466,,footway
12368922983,12368922985,,专用非机动车/步行道,双向道,,10.95791415,,footway
12368922984,12368922986,,专用非机动车/步行道,双向道,,8.142597704,,footway
12368922985,1091232707,钦州南路,机动车干道,单向道,,18.03214928,,tertiary
12368922985,12368922986,,专用非机动车/步行道,双向道,,9.82530073,,footway
12368922985,12368922983,,专用非机动车/步行道,双向道,,10.95791415,,footway
12368922986,12368922984,,专用非机动车/步行道,双向道,,8.142597704,,footway
12368922986,12368922985,,专用非机动车/步行道,双向道,,9.82530073,,footway
12368922986,479978552,钦州南路,机动车干道,单向道,,592.435681,,tertiary
12368922987,12368922990,,专用非机动车/步行道,双向道,,6.439964654,,footway
12368922988,12368922989,,专用非机动车/步行道,双向道,,10.65842117,,footway
12368922989,12368922988,,专用非机动车/步行道,双向道,,10.65842117,,footway
